subject;predicate;object;score;path
Michael W. Morrissey;/people/person/education./education/education/degree;Bachelor of Arts;5;Michael W. Morrissey>Quincy, Massachusetts>John Quincy Adams>Bachelor of Arts
Peter Li Preti;/people/person/education./education/education/degree;Bachelor of Arts;-1;Peter Li Preti>Jane and Finch>Recreation>Bachelor of Arts
Alan Fleischmann;/people/person/education./education/education/degree;Bachelor of Arts;-3;Alan Fleischmann>ImagineNations Group>Joseph Stiglitz>Bachelor of Arts
Marcel Aubut;/people/person/education./education/education/degree;Bachelor of Arts;5;Marcel Aubut>Chief Executive Officer>Management>Bachelor of Arts
Walter Emanuel Treanor;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Emanuel Treanor>Franklin D. Roosevelt>Bachelor of Arts
Mark R. Dybul;/people/person/education./education/education/degree;Bachelor of Arts;5;Mark R. Dybul>Condoleezza Rice>George H. W. Bush>Bachelor of Arts
David Samson (New Jersey);/people/person/education./education/education/degree;Bachelor of Arts;5;David Samson (lawyer)>New Jersey Attorney General>Frederick Theodore Frelinghuysen>Bachelor of Arts
Michelle Asha Cooper;/people/person/education./education/education/degree;Bachelor of Arts;5;Michelle Asha Cooper>Charleston, South Carolina>Theodore Roosevelt>Bachelor of Arts
Walter Scott Smith, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Scott Smith Jr.>Ronald Reagan>Bachelor of Arts
Dal Millington Lemmon;/people/person/education./education/education/degree;Bachelor of Arts;5;Dal Millington Lemmon>Stanford University>Martin Luther King Jr.>Bachelor of Arts
Peter DeFazio;/people/person/education./education/education/degree;Bachelor of Arts;5;Peter DeFazio>Massachusetts>John Quincy Adams>Bachelor of Arts
Bruce Patterson (Michigan politician);/people/person/education./education/education/degree;Bachelor of Arts;5;Bruce Patterson (politician)>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
John William Miller;/people/person/education./education/education/degree;Bachelor of Arts;5;John William Miller>Immanuel Kant>Bachelor of Arts
Ron Lemieux;/people/person/education./education/education/degree;Bachelor of Arts;5;Ron Lemieux>Greg Selinger>London School of Economics>Bachelor of Arts
Henry Rutgers Marshall;/people/person/education./education/education/degree;Bachelor of Arts;1;Henry Rutgers Marshall>Immanuel Kant>Bachelor of Arts
Frank Hampton McFadden;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Hampton McFadden>Richard Nixon>Bachelor of Arts
Robert Hardy Cleland;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Hardy Cleland>George H. W. Bush>Bachelor of Arts
Raul Anthony Ramirez;/people/person/education./education/education/degree;Bachelor of Arts;5;Raul Anthony Ramirez>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Daniel Scott Tysdal;/people/person/education./education/education/degree;Bachelor of Arts;5;Daniel Scott Tysdal>Poetry>E. E. Cummings>Bachelor of Arts
John Spencer Letts;/people/person/education./education/education/degree;Bachelor of Arts;5;John Spencer Letts>Ronald Reagan>Bachelor of Arts
Ismail Khalidi (writer);/people/person/education./education/education/degree;Bachelor of Arts;5;Ismail Khalidi (writer)>Actor>Dance>Bachelor of Arts
William F. Lee;/people/person/education./education/education/degree;Bachelor of Arts;5;William F. Lee>Iran-Contra>Ronald Reagan>Bachelor of Arts
Kevin W. Mannoia;/people/person/education./education/education/degree;Bachelor of Arts;5;Kevin W. Mannoia>National Association of Evangelicals>Ronald Reagan>Bachelor of Arts
Deanell Reece Tacha;/people/person/education./education/education/degree;Bachelor of Arts;5;Deanell Reece Tacha>Ronald Reagan>Bachelor of Arts
Andrew McConnell January Cochran;/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew McConnell January Cochran>William McKinley>Theodore Roosevelt>Bachelor of Arts
George P. Fletcher;/people/person/education./education/education/degree;Bachelor of Arts;5;George P. Fletcher>Chicago, Illinois>Franklin D. Roosevelt>Bachelor of Arts
William Shirley Fulton;/people/person/education./education/education/degree;Bachelor of Arts;5;William Shirley Fulton>Waterbury, Connecticut>Ronald Reagan>Bachelor of Arts
Richard Cartwright Austin;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Cartwright Austin>Cleveland>John Hay>Bachelor of Arts
Charles Thurstan Shaw;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Thurstan Shaw>Plymouth, England>Lyndon B. Johnson>Bachelor of Arts
Kimba Wood;/people/person/education./education/education/degree;Bachelor of Arts;5;Kimba Wood>Ronald Reagan>Bachelor of Arts
Jeremy Kagan;/people/person/education./education/education/degree;Bachelor of Arts;5;Jeremy Kagan>television producer>David Angell>Bachelor of Arts
William Rosenau;/people/person/education./education/education/degree;Bachelor of Arts;1;William Rosenau>United States>Franklin D. Roosevelt>Bachelor of Arts
Michael Smith (performance artist);/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Smith (performance artist)>Chicago>Franklin D. Roosevelt>Bachelor of Arts
Paul D. Borman;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul D. Borman>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Henry H. Kennedy, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Henry H. Kennedy Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Robert G. Doumar;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert G. Doumar>Ronald Reagan>Bachelor of Arts
Miner Searle Bates;/people/person/education./education/education/degree;Bachelor of Arts;5;Miner Searle Bates>Hiram College>Bachelor of Arts
Peter Stenger Grosscup;/people/person/education./education/education/degree;Bachelor of Arts;5;Peter S. Grosscup>William McKinley>Theodore Roosevelt>Bachelor of Arts
Henry Holcombe Tucker;/people/person/education./education/education/degree;Bachelor of Arts;5;Henry Holcombe Tucker>University of Georgia>Benjamin Franklin>Bachelor of Arts
Joseph Beal Steere;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph Beal Steere>United States>Franklin D. Roosevelt>Bachelor of Arts
James Tyrone Giles;/people/person/education./education/education/degree;Bachelor of Arts;5;James T. Giles>Edward N. Cahn>Lehigh University>Bachelor of Arts
Magali Cornier Michael;/people/person/education./education/education/degree;Bachelor of Arts;5;Magali Cornier Michael>Emory University>Bachelor of Arts
Andrew Hunt (historian);/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew Hunt (historian)>Ronald Reagan>Bachelor of Arts
Joan Retallack;/people/person/education./education/education/degree;Bachelor of Arts;5;Joan Retallack>Manhattan>Barnard College>Bachelor of Arts
Barry B. Levine;/people/person/education./education/education/degree;Bachelor of Arts;5;Barry B. Levine>United States>Franklin D. Roosevelt>Bachelor of Arts
Gordon Jay Quist;/people/person/education./education/education/degree;Bachelor of Arts;5;Gordon Jay Quist>George H. W. Bush>Bachelor of Arts
Lee Roy West;/people/person/education./education/education/degree;Bachelor of Arts;5;Lee Roy West>David Lynn Russell>Ronald Reagan>Bachelor of Arts
Harold Brent McKnight;/people/person/education./education/education/degree;Bachelor of Arts;5;Harold Brent McKnight>Mooresville, North Carolina>Franklin D. Roosevelt>Bachelor of Arts
Royce H. Savage;/people/person/education./education/education/degree;Bachelor of Arts;5;Royce H. Savage>Franklin D. Roosevelt>Bachelor of Arts
W. Don Cornwell;/people/person/education./education/education/degree;Bachelor of Arts;5;W. Don Cornwell>Occidental College>Jack Kemp>Bachelor of Arts
Melanie Sloan;/people/person/education./education/education/degree;Bachelor of Arts;5;Melanie Sloan>House Judiciary Committee>Daniel Webster>Bachelor of Arts
Carolyn Stafford Stein;/people/person/education./education/education/degree;Bachelor of Arts;5;Carolyn Stafford Stein>Harvard Law School>Michael Dukakis>Bachelor of Arts
Jonathan Miller (businessman);/people/person/education./education/education/degree;Bachelor of Arts;-5;Jonathan Miller (businessman)>S. M. Miller>London School of Economics>Bachelor of Arts
Robert S. Gawthrop III;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert S. Gawthrop III>Ronald Reagan>Bachelor of Arts
Michael L. Gross (chemist);/people/person/education./education/education/degree;Bachelor of Arts;5;Michael L. Gross (chemist)>Washington University>Tennessee Williams>Bachelor of Arts
Edmund Louis Palmieri;/people/person/education./education/education/degree;Bachelor of Arts;5;Edmund Louis Palmieri>Charles Evans Hughes>Bachelor of Arts
Jerre Stockton Williams;/people/person/education./education/education/degree;Bachelor of Arts;5;Jerre Stockton Williams>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
George P. Schiavelli;/people/person/education./education/education/degree;Bachelor of Arts;5;George P. Schiavelli>Lourdes Gillespie Baird>George H. W. Bush>Bachelor of Arts
Margaret B. Seymour;/people/person/education./education/education/degree;Bachelor of Arts;5;Margaret B. Seymour>David C. Norton>George H. W. Bush>Bachelor of Arts
William Blakely Jones;/people/person/education./education/education/degree;Bachelor of Arts;5;William Blakely Jones>John F. Kennedy>Lyndon B. Johnson>Bachelor of Arts
Nathaniel Ewing;/people/person/education./education/education/degree;Bachelor of Arts;5;Nathaniel Ewing>Princeton University>Business school>Bachelor of Arts
Thomas H. Anderson, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas H. Anderson Jr.>Gulfport, Mississippi>Emory University>Bachelor of Arts
Harrison Loesch;/people/person/education./education/education/degree;Bachelor of Arts;5;Harrison Loesch>Richard Nixon>Bachelor of Arts
Walter Early Craig;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Early Craig>Oakland, California>Franklin D. Roosevelt>Bachelor of Arts
Roland Fairbairn McWilliams;/people/person/education./education/education/degree;Bachelor of Arts;5;Roland Fairbairn McWilliams>George VI>Franklin D. Roosevelt>Bachelor of Arts
Karen E. Rowe;/people/person/education./education/education/degree;Bachelor of Arts;5;Karen E. Rowe>Professor>Psychologist>Bachelor of Arts
Paul Wonner;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul Wonner>United States>Franklin D. Roosevelt>Bachelor of Arts
Gordon Wright (historian);/people/person/education./education/education/degree;Bachelor of Arts;5;Gordon Wright (historian)>European history>Jean le Rond d'Alembert>Bachelor of Arts
Jean Edward Smith;/people/person/education./education/education/degree;Bachelor of Arts;5;Jean Edward Smith>Dartmouth College>Bachelor of Arts
Terry R. Means;/people/person/education./education/education/degree;Bachelor of Arts;5;Terry R. Means>George H. W. Bush>Bachelor of Arts
Charles Earl Simons, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Earl Simons Jr.>Lyndon B. Johnson>Bachelor of Arts
Charles B. Kornmann;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles B. Kornmann>George McGovern>Bachelor of Arts
Hari Singh Gour;/people/person/education./education/education/degree;Bachelor of Arts;5;Hari Singh Gour>Trinity College, Dublin>Ancient university>Bachelor of Arts
Eric F. Melgren;/people/person/education./education/education/degree;Bachelor of Arts;5;Eric F. Melgren>Monti L. Belot>George H. W. Bush>Bachelor of Arts
Carlos E. Santiago;/people/person/education./education/education/degree;Bachelor of Arts;1;Carlos E. Santiago>Cornell University>Paul Ginsparg>Bachelor of Arts
Donnell Gilliam;/people/person/education./education/education/degree;Bachelor of Arts;5;Donnell Gilliam>University of North Carolina>East Carolina University>Bachelor of Arts
Stephen Orgel;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen Orgel>Stanford University>Martin Luther King Jr.>Bachelor of Arts
Nannette Jolivette Brown;/people/person/education./education/education/degree;Bachelor of Arts;5;Nannette Jolivette Brown>Juris Doctor>University of Calgary>Bachelor of Arts
Daniel Tarullo;/people/person/education./education/education/degree;Bachelor of Arts;5;Daniel Tarullo>Barack Obama>Franklin D. Roosevelt>Bachelor of Arts
Alexis Caswell Angell;/people/person/education./education/education/degree;Bachelor of Arts;5;Alexis Caswell Angell>William Howard Taft>Bachelor of Arts
Don H. Marr;/people/person/education./education/education/degree;Bachelor of Arts;5;Don H. Marr>United States>Franklin D. Roosevelt>Bachelor of Arts
Richard A. Swanson;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard A. Swanson>Ed.D.>University of New Brunswick>Bachelor of Arts
Katy Schimert;/people/person/education./education/education/degree;Bachelor of Arts;3;Katy Schimert>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Frederic Palen Schoonmaker;/people/person/education./education/education/degree;Bachelor of Arts;5;Frederic Palen Schoonmaker>Warren G. Harding>Bachelor of Arts
Gayle McKeachnie;/people/person/education./education/education/degree;Bachelor of Arts;5;Gayle McKeachnie>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Ronald A. Guzman;/people/person/education./education/education/degree;Bachelor of Arts;5;Ronald A. Guzman>Lehigh University>Bachelor of Arts
William N. Hebert;/people/person/education./education/education/degree;Bachelor of Arts;5;William N. Hebert>Iowa City, Iowa>Ronald Reagan>Bachelor of Arts
David L. Heymann;/people/person/education./education/education/degree;Bachelor of Arts;5;David L. Heymann>Wake Forest University>University of California, San Diego>Bachelor of Arts
Carl Emil Schorske;/people/person/education./education/education/degree;Bachelor of Arts;5;Carl Emil Schorske>New York City>Benjamin Franklin>Bachelor of Arts
Robert J. O'Conor, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert J. O'Conor Jr.>List of federal judges appointed by Gerald Ford>Ronald Reagan>Bachelor of Arts
Carl J. Couch;/people/person/education./education/education/degree;Bachelor of Arts;5;Carl J. Couch>Sociology>Social science>Bachelor of Arts
Peter Worthington;/people/person/education./education/education/degree;Bachelor of Arts;5;Peter Worthington>Brian Mulroney>Bachelor of Arts
Joseph Edward Stevens, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph Edward Stevens Jr.>Ronald Reagan>Bachelor of Arts
Edward C. DuMont;/people/person/education./education/education/degree;Bachelor of Arts;5;Edward C. DuMont>Oakland, California>Franklin D. Roosevelt>Bachelor of Arts
Gerhard Gesell;/people/person/education./education/education/degree;Bachelor of Arts;5;Gerhard Gesell>Richard Nixon>Bachelor of Arts
Solomon Grayzel;/people/person/education./education/education/degree;Bachelor of Arts;5;Solomon Grayzel>Jewish American>Franklin D. Roosevelt>Bachelor of Arts
David Nuffer;/people/person/education./education/education/degree;Bachelor of Arts;5;David Nuffer>Portland, Oregon>Elliott Smith>Bachelor of Arts
William Horsley Orrick, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;William Horsley Orrick Jr.>Richard Nixon>Bachelor of Arts
Paul McHale;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul McHale>Lehigh University>Bachelor of Arts
Carolyn Collette;/people/person/education./education/education/degree;Bachelor of Arts;5;Carolyn Collette>Professor>Psychologist>Bachelor of Arts
William Alexander Robb Kerr;/people/person/education./education/education/degree;Bachelor of Arts;5;William Alexander Robb Kerr>University of Alberta>University of Calgary>Bachelor of Arts
Stephen M. Reasoner;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen M. Reasoner>Ronald Reagan>Bachelor of Arts
Thomas C. Egan;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas C. Egan>Shenandoah, Pennsylvania>Theodore Roosevelt>Bachelor of Arts
John William Ditter, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;John William Ditter Jr.>Richard Nixon>Bachelor of Arts
Frederick J. Kapala;/people/person/education./education/education/degree;Bachelor of Arts;5;Frederick J. Kapala>Philip Godfrey Reinhard>George H. W. Bush>Bachelor of Arts
Richard Rodriguez;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Rodriguez>California>Arnold Schwarzenegger>Bachelor of Arts
Daniel Gordis;/people/person/education./education/education/degree;Bachelor of Arts;5;Daniel Gordis>New York City>Benjamin Franklin>Bachelor of Arts
Anthony A. Alaimo;/people/person/education./education/education/degree;Bachelor of Arts;5;Anthony A. Alaimo>Richard Nixon>Bachelor of Arts
Albert Mamary;/people/person/education./education/education/degree;Bachelor of Arts;-1;Albert Mamary>United States Department of Education>Ronald Reagan>Bachelor of Arts
Albert Leisenring Watson;/people/person/education./education/education/degree;Bachelor of Arts;5;Albert Leisenring Watson>Scranton, Pennsylvania>Theodore Roosevelt>Bachelor of Arts
Chris Hartcher;/people/person/education./education/education/degree;Bachelor of Arts;-1;Chris Hartcher>Special Minister of State>Bob Hawke>Bachelor of Arts
William Thomas White;/people/person/education./education/education/degree;Bachelor of Arts;5;William Thomas White>The Right Honourable>Bob Hawke>Bachelor of Arts
Robert A. Corrigan;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert A. Corrigan>University of Massachusetts Boston>Richard Nixon>Bachelor of Arts
Ann D. Gordon;/people/person/education./education/education/degree;Bachelor of Arts;5;Ann D. Gordon>Doctorate>Medieval university>Bachelor of Arts
Charles Lowder;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Lowder>King's College School>Robert Graves>Bachelor of Arts
Edward Joseph Young;/people/person/education./education/education/degree;Bachelor of Arts;5;Edward Joseph Young>Calvinism>William Wilberforce>Bachelor of Arts
Steven Schiff;/people/person/education./education/education/degree;Bachelor of Arts;5;Steven Schiff>Chicago>Franklin D. Roosevelt>Bachelor of Arts
Eugene Allen Wright;/people/person/education./education/education/degree;Bachelor of Arts;5;Eugene Allen Wright>Richard Nixon>Bachelor of Arts
Benjamin Franklin Bledsoe;/people/person/education./education/education/degree;Bachelor of Arts;5;Benjamin Franklin Bledsoe>Stanford University>Martin Luther King Jr.>Bachelor of Arts
Tom Freston;/people/person/education./education/education/degree;Bachelor of Arts;5;Tom Freston>Time 100>George H. W. Bush>Bachelor of Arts
Fred Hochberg;/people/person/education./education/education/degree;Bachelor of Arts;5;Fred Hochberg>Export-Import Bank of the United States>Franklin D. Roosevelt>Bachelor of Arts
Lorin Morgan-Richards;/people/person/education./education/education/degree;Bachelor of Arts;-1;Lorin Morgan-Richards>Cartoonist>Benjamin Franklin>Bachelor of Arts
Don Suggs;/people/person/education./education/education/degree;Bachelor of Arts;5;Don Suggs>Master of Arts>Social science>Bachelor of Arts
David Pakman;/people/person/education./education/education/degree;Bachelor of Arts;-1;David Pakman>Boston>Business school>Bachelor of Arts
Thomas Jennings Bailey;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Jennings Bailey>Woodrow Wilson>William Howard Taft>Bachelor of Arts
Gary L. Taylor;/people/person/education./education/education/degree;Bachelor of Arts;5;Gary L. Taylor>George H. W. Bush>Bachelor of Arts
Harold Kenneth Wood;/people/person/education./education/education/degree;Bachelor of Arts;5;Harold Kenneth Wood>LL.B.>Richard Nixon>Bachelor of Arts
Joshua Knobe;/people/person/education./education/education/degree;Bachelor of Arts;5;Joshua Knobe>Western philosophy>Medieval university>Bachelor of Arts
James R. Leininger;/people/person/education./education/education/degree;Bachelor of Arts;1;James R. Leininger>United States>Franklin D. Roosevelt>Bachelor of Arts
Hubert Louis Will;/people/person/education./education/education/degree;Bachelor of Arts;5;Hubert Louis Will>Milwaukee, Wisconsin>Martin Luther King Jr.>Bachelor of Arts
Glenn M. Anderson;/people/person/education./education/education/degree;Bachelor of Arts;5;Glenn M. Anderson>James J. Howard>Ronald Reagan>Bachelor of Arts
Meredith Kline;/people/person/education./education/education/degree;Bachelor of Arts;5;Meredith Kline>Dropsie College>Noam Chomsky>Bachelor of Arts
Lowell H. Harrison;/people/person/education./education/education/degree;Bachelor of Arts;5;Lowell H. Harrison>London School of Economics>Bachelor of Arts
Walter Lyndon Pope;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Lyndon Pope>Valparaiso, Indiana>Richard Nixon>Bachelor of Arts
Charles Ferguson Paul;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Ferguson Paul>West Virginia University>William Howard Taft>Bachelor of Arts
Robert P. Anderson;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert P. Anderson>Lyndon B. Johnson>Bachelor of Arts
Sam Means;/people/person/education./education/education/degree;Bachelor of Arts;5;Sam Means>Dartmouth College>Bachelor of Arts
Wade Sanders;/people/person/education./education/education/degree;Bachelor of Arts;5;Wade Sanders>United States of America>Franklin D. Roosevelt>Bachelor of Arts
William A. Fletcher;/people/person/education./education/education/degree;Bachelor of Arts;5;William A. Fletcher>United States Court of Appeals for the Ninth Circuit>William Howard Taft>Bachelor of Arts
Charles E. Stewart, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles E. Stewart Jr.>Richard Nixon>Bachelor of Arts
Ada Louise Huxtable;/people/person/education./education/education/degree;Bachelor of Arts;5;Ada Louise Huxtable>Hunter College>Bachelor of Arts
Frederick Jacob Reagan Heebe;/people/person/education./education/education/degree;Bachelor of Arts;5;Frederick Jacob Reagan Heebe>Lyndon B. Johnson>Bachelor of Arts
Floyd Robert Gibson;/people/person/education./education/education/degree;Bachelor of Arts;-1;Floyd Robert Gibson>Lyndon B. Johnson>Bachelor of Arts
Marcel Livaudais, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Marcel Livaudais Jr.>Ronald Reagan>Bachelor of Arts
James W. Pennebaker;/people/person/education./education/education/degree;Bachelor of Arts;5;James W. Pennebaker>Midland, Texas>George H. W. Bush>Bachelor of Arts
Andrew Augustine Caffrey;/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew Augustine Caffrey>West Palm Beach, Florida>Michael Jordan>Bachelor of Arts
James Patrick Leamy;/people/person/education./education/education/degree;Bachelor of Arts;5;James Patrick Leamy>Franklin D. Roosevelt>Bachelor of Arts
Robert Firth;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Firth>Richard Nixon>Bachelor of Arts
Donald Ellsworth Walter;/people/person/education./education/education/degree;Bachelor of Arts;5;Donald Ellsworth Walter>Ronald Reagan>Bachelor of Arts
Mildred L. Batchelder;/people/person/education./education/education/degree;Bachelor of Arts;5;Mildred L. Batchelder>Lynn, Massachusetts>Stephen King>Bachelor of Arts
Craig S. Keener;/people/person/education./education/education/degree;Bachelor of Arts;5;Craig S. Keener>Ph.D.>Social science>Bachelor of Arts
William Mather Lewis;/people/person/education./education/education/degree;Bachelor of Arts;5;William Mather Lewis>Doctor of Philosophy>Social science>Bachelor of Arts
Charles Andrew Willard;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Andrew Willard>Dartmouth College>Bachelor of Arts
Mirko Malez;/people/person/education./education/education/degree;Bachelor of Arts;1;Mirko Malez>Milford H. Wolpoff>Bachelor of Arts
Duncan Kennedy;/people/person/education./education/education/degree;Bachelor of Arts;3;Duncan Kennedy>D. James Kennedy>John Ashcroft>Bachelor of Arts
Chuck Moss;/people/person/education./education/education/degree;Bachelor of Arts;5;Chuck Moss>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Willie Louis Sands;/people/person/education./education/education/degree;Bachelor of Arts;5;Willie Louis Sands>Duross Fitzpatrick>Ronald Reagan>Bachelor of Arts
Aldon Junior Anderson;/people/person/education./education/education/degree;Bachelor of Arts;5;Aldon Junior Anderson>Richard Nixon>Bachelor of Arts
Floyd Skloot;/people/person/education./education/education/degree;Bachelor of Arts;5;Floyd Skloot>Brooklyn>Michael Jordan>Bachelor of Arts
John William Clancy;/people/person/education./education/education/degree;Bachelor of Arts;5;John William Clancy>Franklin D. Roosevelt>Bachelor of Arts
Emanuel Mac Troutman;/people/person/education./education/education/degree;Bachelor of Arts;5;Emanuel Mac Troutman>Lyndon B. Johnson>Bachelor of Arts
Miriam N. Kotzin;/people/person/education./education/education/degree;Bachelor of Arts;5;Miriam N. Kotzin>University of Pennsylvania>Benjamin Franklin>Bachelor of Arts
Malcolm Hoenlein;/people/person/education./education/education/degree;Bachelor of Arts;5;Malcolm Hoenlein>Ronald Reagan>Bachelor of Arts
Gerald Joseph Weber;/people/person/education./education/education/degree;Bachelor of Arts;5;Gerald Joseph Weber>Lyndon B. Johnson>Bachelor of Arts
Joel A. Pisano;/people/person/education./education/education/degree;Bachelor of Arts;5;Joel A. Pisano>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Daniel John Snyder, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Daniel John Snyder Jr.>Richard Nixon>Bachelor of Arts
James William Armstrong;/people/person/education./education/education/degree;Bachelor of Arts;5;James William Armstrong>Manitoba>Brian Mulroney>Bachelor of Arts
Wayne Edward Alley;/people/person/education./education/education/degree;Bachelor of Arts;5;Wayne Edward Alley>Ronald Reagan>Bachelor of Arts
Richard L. Sandor;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard L. Sandor>University of Minnesota>Hubert Humphrey>Bachelor of Arts
Kenneth O. Hanson;/people/person/education./education/education/degree;Bachelor of Arts;5;Kenneth O. Hanson>Emory University>Bachelor of Arts
Weston T. Borden;/people/person/education./education/education/degree;Bachelor of Arts;5;Weston T. Borden>University of North Texas>Columbia University Graduate School of Journalism>Barnard College>Bachelor of Arts
Edgar Gold;/people/person/education./education/education/degree;Bachelor of Arts;5;Edgar Gold>Germany>Ronald Reagan>Bachelor of Arts
Bruce MacFarlane;/people/person/education./education/education/degree;Bachelor of Arts;5;Bruce MacFarlane>Winnipeg>A. A. Milne>Bachelor of Arts
Walter Brueggemann;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Brueggemann>brackets>E. E. Cummings>Bachelor of Arts
Mary Patterson McPherson;/people/person/education./education/education/degree;Bachelor of Arts;5;Mary Patterson McPherson>United States>Franklin D. Roosevelt>Bachelor of Arts
Roger Gordon Strand;/people/person/education./education/education/degree;Bachelor of Arts;5;Roger Gordon Strand>Ronald Reagan>Bachelor of Arts
Dana A. Simmons;/people/person/education./education/education/degree;Bachelor of Arts;5;Dana A. Simmons>Texas State University>Lyndon B. Johnson>Bachelor of Arts
Ian Schrager;/people/person/education./education/education/degree;Bachelor of Arts;5;Ian Schrager>New York City>Benjamin Franklin>Bachelor of Arts
William H. Quillian;/people/person/education./education/education/degree;Bachelor of Arts;5;William H. Quillian>Professor>Psychologist>Bachelor of Arts
Ernest Allen Guinn;/people/person/education./education/education/degree;Bachelor of Arts;5;Ernest Allen Guinn>Lyndon B. Johnson>Bachelor of Arts
James L. Graham;/people/person/education./education/education/degree;Bachelor of Arts;5;James L. Graham>Ronald Reagan>Bachelor of Arts
Benjamin Hale Settle;/people/person/education./education/education/degree;Bachelor of Arts;5;Benjamin Hale Settle>Washington (state)>Steve Ballmer>Bachelor of Arts
Devin Wenig;/people/person/education./education/education/degree;Bachelor of Arts;-1;Devin Wenig>General Motors>Franklin D. Roosevelt>Bachelor of Arts
Michael Posner (lawyer);/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Posner (lawyer)>Assistant Secretary of State for Democracy, Human Rights, and Labor>Ronald Reagan>Bachelor of Arts
Marilyn Horowitz;/people/person/education./education/education/degree;Bachelor of Arts;5;Marilyn Horowitz>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Tony Lourey;/people/person/education./education/education/degree;Bachelor of Arts;5;Tony Lourey>Minnesota Democratic–Farmer–Labor Party>Hubert Humphrey>Bachelor of Arts
Richard Pillard;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Pillard>psychiatry>Social science>Bachelor of Arts
Kevin Mattson;/people/person/education./education/education/degree;Bachelor of Arts;5;Kevin Mattson>Richard Nixon>Bachelor of Arts
Ross Thompson Roberts;/people/person/education./education/education/degree;Bachelor of Arts;5;Ross Thompson Roberts>Ronald Reagan>Bachelor of Arts
Brian Caswell;/people/person/education./education/education/degree;Bachelor of Arts;5;Brian Caswell>Young adult fiction>Sylvia Plath>Bachelor of Arts
James Francis Thaddeus O'Connor;/people/person/education./education/education/degree;Bachelor of Arts;5;James Francis Thaddeus O'Connor>Franklin D. Roosevelt>Bachelor of Arts
David J. McDonald, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;David J. McDonald Jr.>Jacques Derrida>Bachelor of Arts
Tim LaHaye;/people/person/education./education/education/degree;Bachelor of Arts;5;Tim LaHaye>Jack Kemp>Bachelor of Arts
Smadar Rosensweig;/people/person/education./education/education/degree;Bachelor of Arts;5;Smadar Rosensweig>Barnard College>Bachelor of Arts
